id,name,sex,age,height,weight,team,noc,year,city,sport,event,medal
137007,Jan Zabystřan,M,20,191,85,Czechia,CZE,2018,PyeongChang,Alpine Skiing,Alpine Skiing Men's Slalom,NA
137007,Jan Zabystřan,M,20,191,85,Czechia,CZE,2018,PyeongChang,Alpine Skiing,Alpine Skiing Men's Combined,NA
137007,Jan Zabystřan,M,24,191,85,Czechia,CZE,2022,Beijing,Alpine Skiing,Alpine Skiing Mixed Team,NA
137007,Jan Zabystřan,M,24,191,85,Czechia,CZE,2022,Beijing,Alpine Skiing,Alpine Skiing Men's Super G,NA
137007,Jan Zabystřan,M,24,191,85,Czechia,CZE,2022,Beijing,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA
137007,Jan Zabystřan,M,24,191,85,Czechia,CZE,2022,Beijing,Alpine Skiing,Alpine Skiing Men's Slalom,NA
137007,Jan Zabystřan,M,24,191,85,Czechia,CZE,2022,Beijing,Alpine Skiing,Alpine Skiing Men's Combined,NA
128220,Jørgen Graabak,M,26,185,72,Norway,NOR,2018,PyeongChang,Nordic Combined,"Nordic Combined Men's Normal Hill / 10 km, Individual",NA
128220,Jørgen Graabak,M,26,185,72,Norway,NOR,2018,PyeongChang,Nordic Combined,"Nordic Combined Men's Large Hill / 10 km, Individual",NA
128220,Jørgen Graabak,M,26,185,72,Norway,NOR,2018,PyeongChang,Nordic Combined,Nordic Combined Men's Team,Silver
128220,Jørgen Graabak,M,30,185,72,Norway,NOR,2022,Beijing,Nordic Combined,"Nordic Combined Men's Normal Hill / 10 km, Individual",Silver
