id,name,sex,age,height,weight,team,noc,year,city,sport,event,medal
137440,Satsuki Fujisawa,F,26,156,58,Japan,JPN,2018,PyeongChang,Curling,Curling Women's Curling,Bronze
137440,Satsuki Fujisawa,F,30,156,58,Japan,JPN,2022,Beijing,Curling,Curling Women's Curling,Silver
127950,Samuel Costa,M,29,164,53,Italy,ITA,2022,Beijing,Nordic Combined,"Nordic Combined Men's Large Hill / 10 km, Individual",NA
127950,Samuel Costa,M,29,164,53,Italy,ITA,2022,Beijing,Nordic Combined,Nordic Combined Men's Team,NA
127420,Desislava Stoyanova,F,25,169,59,Bulgaria,BUL,2018,PyeongChang,Biathlon,Biathlon Women's 7.5 kilometres Sprint,NA
127420,Desislava Stoyanova,F,25,169,59,Bulgaria,BUL,2018,PyeongChang,Biathlon,Biathlon Women's 15 kilometres,NA
127420,Desislava Stoyanova,F,25,169,59,Bulgaria,BUL,2018,PyeongChang,Biathlon,Biathlon Women's 4 × 6 kilometres Relay,NA
147902,Ekatsiaryna Sloyeva,F,22,175,NA,Belarus,BLR,2022,Beijing,Speed Skating,"Speed Skating Women's 1,000 metres",NA
147902,Ekatsiaryna Sloyeva,F,22,175,NA,Belarus,BLR,2022,Beijing,Speed Skating,"Speed Skating Women's 1,500 metres",NA
147902,Ekatsiaryna Sloyeva,F,22,175,NA,Belarus,BLR,2022,Beijing,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),NA
147855,Benjamin Moser,M,24,NA,NA,Austria,AUT,2022,Beijing,Cross Country Skiing,Cross Country Skiing Men's Sprint,NA
147855,Benjamin Moser,M,24,NA,NA,Austria,AUT,2022,Beijing,Cross Country Skiing,Cross Country Skiing Men's Team Sprint,NA
137146,Arttu Mäkiaho,M,20,183,71,Finland,FIN,2018,PyeongChang,Nordic Combined,"Nordic Combined Men's Normal Hill / 10 km, Individual",NA
137146,Arttu Mäkiaho,M,20,183,71,Finland,FIN,2018,PyeongChang,Nordic Combined,"Nordic Combined Men's Large Hill / 10 km, Individual",NA
137146,Arttu Mäkiaho,M,24,183,71,Finland,FIN,2022,Beijing,Nordic Combined,"Nordic Combined Men's Normal Hill / 10 km, Individual",NA
137146,Arttu Mäkiaho,M,24,183,71,Finland,FIN,2022,Beijing,Nordic Combined,"Nordic Combined Men's Large Hill / 10 km, Individual",NA
137146,Arttu Mäkiaho,M,24,183,71,Finland,FIN,2022,Beijing,Nordic Combined,Nordic Combined Men's Team,NA
119094,Luca Lanotte,M,32,178,70,Italy,ITA,2018,PyeongChang,Figure Skating,Figure Skating Mixed Ice Dancing,NA
119094,Luca Lanotte,M,32,178,70,Italy,ITA,2018,PyeongChang,Figure Skating,Figure Skating Mixed Team,NA
137809,Aleksandr Krushelnitsky,M,25,180,NA,ROC,ROC,2018,PyeongChang,Curling,Curling Mixed Mixed Doubles,NA
137301,Björn Krupp,M,26,191,92,Germany,GER,2018,PyeongChang,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
119414,Yu Baiwei,F,33,166,68,China,CHN,2022,Beijing,Ice Hockey,Ice Hockey Women's Ice Hockey,NA
118765,Hanna Kolb,F,26,173,61,Germany,GER,2018,PyeongChang,Cross Country Skiing,Cross Country Skiing Women's Sprint,NA
118521,Fuyuko Suzuki-Tachizaki,F,29,162,59,Japan,JPN,2018,PyeongChang,Biathlon,Biathlon Women's 7.5 kilometres Sprint,NA
118521,Fuyuko Suzuki-Tachizaki,F,29,162,59,Japan,JPN,2018,PyeongChang,Biathlon,Biathlon Women's 10 kilometres Pursuit,NA
118521,Fuyuko Suzuki-Tachizaki,F,29,162,59,Japan,JPN,2018,PyeongChang,Biathlon,Biathlon Women's 15 kilometres,NA
118521,Fuyuko Suzuki-Tachizaki,F,29,162,59,Japan,JPN,2018,PyeongChang,Biathlon,Biathlon Women's 4 × 6 kilometres Relay,NA
118521,Fuyuko Suzuki-Tachizaki,F,33,162,59,Japan,JPN,2022,Beijing,Biathlon,Biathlon Women's 7.5 kilometres Sprint,NA
118521,Fuyuko Suzuki-Tachizaki,F,33,162,59,Japan,JPN,2022,Beijing,Biathlon,Biathlon Mixed 2 × 6 kilometres and 2 × 7.5 kilometres Relay,NA
118521,Fuyuko Suzuki-Tachizaki,F,33,162,59,Japan,JPN,2022,Beijing,Biathlon,Biathlon Women's 10 kilometres Pursuit,NA
118521,Fuyuko Suzuki-Tachizaki,F,33,162,59,Japan,JPN,2022,Beijing,Biathlon,Biathlon Women's 15 kilometres,NA
118521,Fuyuko Suzuki-Tachizaki,F,33,162,59,Japan,JPN,2022,Beijing,Biathlon,Biathlon Women's 4 × 6 kilometres Relay,NA
128173,Koen Verweij,M,27,182,83,Netherlands,NED,2018,PyeongChang,Speed Skating,"Speed Skating Men's 1,000 metres",NA
128173,Koen Verweij,M,27,182,83,Netherlands,NED,2018,PyeongChang,Speed Skating,"Speed Skating Men's 1,500 metres",NA
128173,Koen Verweij,M,27,182,83,Netherlands,NED,2018,PyeongChang,Speed Skating,Speed Skating Men's Mass Start,Bronze
128173,Koen Verweij,M,27,182,83,Netherlands,NED,2018,PyeongChang,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Bronze
136899,Mimi Rahneva,F,29,165,66,Canada,CAN,2018,PyeongChang,Skeleton,Skeleton Women's Skeleton,NA
136899,Mimi Rahneva,F,33,165,66,Canada,CAN,2022,Beijing,Skeleton,Skeleton Women's Skeleton,NA
137946,Hwang Chung-Gum,F,22,163,57,Democratic People's Republic of Korea,PRK,2018,PyeongChang,Ice Hockey,Ice Hockey Women's Ice Hockey,NA
118767,Ida Ingemarsdotter,F,32,174,68,Sweden,SWE,2018,PyeongChang,Cross Country Skiing,Cross Country Skiing Women's Sprint,NA
118767,Ida Ingemarsdotter,F,32,174,68,Sweden,SWE,2018,PyeongChang,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,NA
127379,Julia Dujmovits,F,30,168,60,Austria,AUT,2018,PyeongChang,Snowboarding,Snowboarding Women's Parallel Giant Slalom,NA
127379,Julia Dujmovits,F,34,168,60,Austria,AUT,2022,Beijing,Snowboarding,Snowboarding Women's Parallel Giant Slalom,NA
148124,Ahenaer Adake,F,22,165,NA,China,CHN,2022,Beijing,Speed Skating,"Speed Skating Women's 1,500 metres",NA
148124,Ahenaer Adake,F,22,165,NA,China,CHN,2022,Beijing,Speed Skating,"Speed Skating Women's 3,000 metres",NA
148124,Ahenaer Adake,F,22,165,NA,China,CHN,2022,Beijing,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),NA
148255,Morten Poulsen,M,33,184,NA,Denmark,DEN,2022,Beijing,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
2301890,Noemi Ryhner,F,21,NA,NA,Switzerland,SUI,2022,Beijing,Ice Hockey,Ice Hockey Women's Ice Hockey,NA
2301191,Thibaut De Marre,M,23,NA,NA,Belgium,BEL,2022,Beijing,Cross Country Skiing,Cross Country Skiing Men's Sprint,NA
2301191,Thibaut De Marre,M,23,NA,NA,Belgium,BEL,2022,Beijing,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,NA
2301191,Thibaut De Marre,M,23,NA,NA,Belgium,BEL,2022,Beijing,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,NA
2301191,Thibaut De Marre,M,23,NA,NA,Belgium,BEL,2022,Beijing,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres Skiathlon,NA
147998,Arnaud Gaudet,M,21,NA,NA,Canada,CAN,2022,Beijing,Snowboarding,Snowboarding Men's Parallel Giant Slalom,NA
137680,Batmönkhiin Achbadrakh,M,23,167,62,Mongolia,MGL,2018,PyeongChang,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,NA
137680,Batmönkhiin Achbadrakh,M,27,167,62,Mongolia,MGL,2022,Beijing,Cross Country Skiing,Cross Country Skiing Men's Sprint,NA
137680,Batmönkhiin Achbadrakh,M,27,167,62,Mongolia,MGL,2022,Beijing,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,NA
147821,Kiara Reddingius,F,30,NA,NA,Australia,AUS,2022,Beijing,Bobsleigh,Bobsleigh Women's Two,NA
148952,Calvin Thürkauf,M,24,NA,NA,Switzerland,SUI,2022,Beijing,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
136781,Maksim Hustsik,M,29,182,79,Belarus,BLR,2018,PyeongChang,Freestyle Skiing,Freestyle Skiing Men's Aerials,NA
136781,Maksim Hustsik,M,33,182,79,Belarus,BLR,2022,Beijing,Freestyle Skiing,Freestyle Skiing Mixed Team Aerials,NA
136781,Maksim Hustsik,M,33,182,79,Belarus,BLR,2022,Beijing,Freestyle Skiing,Freestyle Skiing Men's Aerials,NA
137737,Henrik Haukeland,M,23,189,83,Norway,NOR,2018,PyeongChang,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
137572,Choi Yu-Jung,F,17,156,56,Korea Team,COR,2018,PyeongChang,Ice Hockey,Ice Hockey Women's Ice Hockey,NA
118320,Andrew Weibrecht,M,31,170,86,United States,USA,2018,PyeongChang,Alpine Skiing,Alpine Skiing Men's Super G,NA
136915,Éliot Grondin,M,16,183,81,Canada,CAN,2018,PyeongChang,Snowboarding,Snowboarding Men's Cross,NA
136915,Éliot Grondin,M,20,183,81,Canada,CAN,2022,Beijing,Snowboarding,Snowboarding Mixed Team Cross,Bronze
136915,Éliot Grondin,M,20,183,81,Canada,CAN,2022,Beijing,Snowboarding,Snowboarding Men's Cross,Silver
86185,Tony Granato,M,53,178,84,United States,USA,2018,PyeongChang,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
137208,Nick Gleeson,M,21,193,106,Great Britain,GBR,2018,PyeongChang,Bobsleigh,Bobsleigh Open Four,NA
137208,Nick Gleeson,M,25,193,106,Great Britain,GBR,2022,Beijing,Bobsleigh,Bobsleigh Men's Two,NA
137208,Nick Gleeson,M,25,193,106,Great Britain,GBR,2022,Beijing,Bobsleigh,Bobsleigh Open Four,NA
119371,Sara Grahn,F,29,170,69,Sweden,SWE,2018,PyeongChang,Ice Hockey,Ice Hockey Women's Ice Hockey,NA
119464,Wolfgang Kindl,M,29,166,78,Austria,AUT,2018,PyeongChang,Luge,Luge Men's Singles,NA
119464,Wolfgang Kindl,M,33,166,78,Austria,AUT,2022,Beijing,Luge,Luge Men's Singles,Silver
119464,Wolfgang Kindl,M,33,166,78,Austria,AUT,2022,Beijing,Luge,Luge Mixed Team Relay,Silver
137042,Ondřej Němec,M,33,183,92,Czechia,CZE,2018,PyeongChang,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
128359,Yelena Dergachova,F,22,159,57,ROC,ROC,2018,PyeongChang,Ice Hockey,Ice Hockey Women's Ice Hockey,NA
128359,Yelena Dergachova,F,26,159,57,ROC,ROC,2022,Beijing,Ice Hockey,Ice Hockey Women's Ice Hockey,NA
137312,Felix Schütz,M,30,180,85,Germany,GER,2018,PyeongChang,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
147990,Trinity Ellis,F,19,NA,NA,Canada,CAN,2022,Beijing,Luge,Luge Women's Singles,NA
147990,Trinity Ellis,F,19,NA,NA,Canada,CAN,2022,Beijing,Luge,Luge Mixed Team Relay,NA
148700,Lotta Udnes Weng,F,25,151,NA,Norway,NOR,2022,Beijing,Cross Country Skiing,Cross Country Skiing Women's Sprint,NA
148700,Lotta Udnes Weng,F,25,151,NA,Norway,NOR,2022,Beijing,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,NA
148700,Lotta Udnes Weng,F,25,151,NA,Norway,NOR,2022,Beijing,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,NA
148676,Hein Otterspeer,M,33,NA,NA,Netherlands,NED,2022,Beijing,Speed Skating,"Speed Skating Men's 1,000 metres",NA
119664,Denis Kuzin,M,29,184,80,Kazakhstan,KAZ,2018,PyeongChang,Speed Skating,"Speed Skating Men's 1,000 metres",NA
119664,Denis Kuzin,M,29,184,80,Kazakhstan,KAZ,2018,PyeongChang,Speed Skating,"Speed Skating Men's 1,500 metres",NA
119664,Denis Kuzin,M,33,184,80,Kazakhstan,KAZ,2022,Beijing,Speed Skating,"Speed Skating Men's 1,000 metres",NA
127302,Russ Henshaw,M,27,188,85,Australia,AUS,2018,PyeongChang,Freestyle Skiing,Freestyle Skiing Men's Slopestyle,NA
137382,Alex Vinatzer,M,18,189,81,Italy,ITA,2018,PyeongChang,Alpine Skiing,Alpine Skiing Mixed Team,NA
137382,Alex Vinatzer,M,18,189,81,Italy,ITA,2018,PyeongChang,Alpine Skiing,Alpine Skiing Men's Slalom,NA
137382,Alex Vinatzer,M,22,189,81,Italy,ITA,2022,Beijing,Alpine Skiing,Alpine Skiing Mixed Team,NA
137382,Alex Vinatzer,M,22,189,81,Italy,ITA,2022,Beijing,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA
137382,Alex Vinatzer,M,22,189,81,Italy,ITA,2022,Beijing,Alpine Skiing,Alpine Skiing Men's Slalom,NA
147954,Jared Schmidt,M,24,NA,NA,Canada,CAN,2022,Beijing,Freestyle Skiing,Freestyle Skiing Men's Ski Cross,NA
137237,Marina Wallner,F,23,170,75,Germany,GER,2018,PyeongChang,Alpine Skiing,Alpine Skiing Mixed Team,NA
137237,Marina Wallner,F,23,170,75,Germany,GER,2018,PyeongChang,Alpine Skiing,Alpine Skiing Women's Slalom,NA
136741,Clemens Aigner,M,25,172,55,Austria,AUT,2018,PyeongChang,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",NA
118796,Li Xin,F,25,171,53,China,CHN,2018,PyeongChang,Cross Country Skiing,Cross Country Skiing Women's Sprint,NA
118796,Li Xin,F,25,171,53,China,CHN,2018,PyeongChang,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,NA
118796,Li Xin,F,25,171,53,China,CHN,2018,PyeongChang,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,NA
118796,Li Xin,F,25,171,53,China,CHN,2018,PyeongChang,Cross Country Skiing,Cross Country Skiing Women's 15 kilometres Skiathlon,NA
118796,Li Xin,F,25,171,53,China,CHN,2018,PyeongChang,Cross Country Skiing,Cross Country Skiing Women's Team Sprint,NA
118796,Li Xin,F,25,171,53,China,CHN,2018,PyeongChang,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,NA
118796,Li Xin,F,25,171,53,China,CHN,2018,PyeongChang,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,NA
118796,Li Xin,F,25,171,53,China,CHN,2018,PyeongChang,Cross Country Skiing,Cross Country Skiing Women's 15 kilometres Skiathlon,NA
118796,Li Xin,F,25,171,53,China,CHN,2018,PyeongChang,Cross Country Skiing,Cross Country Skiing Women's 4 × 5 kilometres Relay,NA
118796,Li Xin,F,25,171,53,China,CHN,2018,PyeongChang,Cross Country Skiing,Cross Country Skiing Women's Team Sprint,NA
118549,Mari Eder,F,30,171,58,Finland,FIN,2018,PyeongChang,Biathlon,Biathlon Women's 7.5 kilometres Sprint,NA
118549,Mari Eder,F,30,171,58,Finland,FIN,2018,PyeongChang,Biathlon,Biathlon Women's 15 kilometres,NA
118549,Mari Eder,F,30,171,58,Finland,FIN,2018,PyeongChang,Biathlon,Biathlon Women's 4 × 6 kilometres Relay,NA
118549,Mari Eder,F,30,171,58,Finland,FIN,2018,PyeongChang,Biathlon,Biathlon Women's Team Sprint,NA
118549,Mari Eder,F,30,171,58,Finland,FIN,2018,PyeongChang,Biathlon,Biathlon Women's 7.5 kilometres Sprint,NA
118549,Mari Eder,F,30,171,58,Finland,FIN,2018,PyeongChang,Biathlon,Biathlon Mixed 2 × 6 kilometres and 2 × 7.5 kilometres Relay,NA
118549,Mari Eder,F,30,171,58,Finland,FIN,2018,PyeongChang,Biathlon,Biathlon Women's 10 kilometres Pursuit,NA
118549,Mari Eder,F,30,171,58,Finland,FIN,2018,PyeongChang,Biathlon,Biathlon Women's 15 kilometres,NA
118549,Mari Eder,F,30,171,58,Finland,FIN,2018,PyeongChang,Biathlon,Biathlon Women's 4 × 6 kilometres Relay,NA
137722,Hans Christer Holund,M,28,182,74,Norway,NOR,2018,PyeongChang,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,NA
137722,Hans Christer Holund,M,28,182,74,Norway,NOR,2018,PyeongChang,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,NA
137722,Hans Christer Holund,M,28,182,74,Norway,NOR,2018,PyeongChang,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres Skiathlon,Bronze
137722,Hans Christer Holund,M,32,182,74,Norway,NOR,2022,Beijing,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,NA
137722,Hans Christer Holund,M,32,182,74,Norway,NOR,2022,Beijing,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,NA
137722,Hans Christer Holund,M,32,182,74,Norway,NOR,2022,Beijing,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres Skiathlon,NA
137722,Hans Christer Holund,M,32,182,74,Norway,NOR,2022,Beijing,Cross Country Skiing,Cross Country Skiing Men's 4 × 10 kilometres Relay,Silver
137685,Marija Bulatović,F,22,170,57,Montenegro,MNE,2018,PyeongChang,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,NA
138286,Jaelin Kauf,F,21,163,61,United States,USA,2018,PyeongChang,Freestyle Skiing,Freestyle Skiing Women's Moguls,NA
138286,Jaelin Kauf,F,25,163,61,United States,USA,2022,Beijing,Freestyle Skiing,Freestyle Skiing Women's Moguls,Silver
149149,Stephan Schumann,M,21,NA,NA,United States,USA,2022,Beijing,Nordic Combined,"Nordic Combined Men's Normal Hill / 10 km, Individual",NA
136869,Laura Stacey,F,23,178,71,Canada,CAN,2018,PyeongChang,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
136869,Laura Stacey,F,27,178,71,Canada,CAN,2022,Beijing,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
110194,Violetta Caldart,F,52,172,61,Italy,ITA,2022,Beijing,Curling,Curling Mixed Mixed Doubles,Gold
148901,Yannick Chabloz,M,22,NA,NA,Switzerland,SUI,2022,Beijing,Alpine Skiing,Alpine Skiing Men's Combined,NA
148360,William Feneley,M,22,NA,NA,Great Britain,GBR,2022,Beijing,Freestyle Skiing,Freestyle Skiing Men's Moguls,NA
128281,Jan Szymański,M,28,180,77,Poland,POL,2018,PyeongChang,Speed Skating,"Speed Skating Men's 1,500 metres",NA
148246,Emil Kristensen,M,29,184,81,Denmark,DEN,2022,Beijing,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
119121,Scott Moir,M,30,168,75,Canada,CAN,2018,PyeongChang,Figure Skating,Figure Skating Mixed Ice Dancing,Gold
119121,Scott Moir,M,30,168,75,Canada,CAN,2018,PyeongChang,Figure Skating,Figure Skating Mixed Team,Gold
137625,Jeong Hae-Rim,F,22,166,72,Republic of Korea,KOR,2018,PyeongChang,Snowboarding,Snowboarding Women's Parallel Giant Slalom,NA
137625,Jeong Hae-Rim,F,26,166,72,Republic of Korea,KOR,2022,Beijing,Snowboarding,Snowboarding Women's Parallel Giant Slalom,NA
136974,Liu Jing,F,29,165,58,China,CHN,2018,PyeongChang,Speed Skating,"Speed Skating Women's 3,000 metres",NA
136974,Liu Jing,F,29,165,58,China,CHN,2018,PyeongChang,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),NA
128105,Ju Hyeong-Jun,M,26,175,73,Republic of Korea,KOR,2018,PyeongChang,Speed Skating,"Speed Skating Men's 1,500 metres",NA
128105,Ju Hyeong-Jun,M,26,175,73,Republic of Korea,KOR,2018,PyeongChang,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),NA
119269,Lauris Dārziņš,M,37,191,91,Latvia,LAT,2022,Beijing,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
100979,Katarzyna Bachleda-Curuś,F,38,170,62,Poland,POL,2018,PyeongChang,Speed Skating,"Speed Skating Women's 1,500 metres",NA
100979,Katarzyna Bachleda-Curuś,F,38,170,62,Poland,POL,2018,PyeongChang,Speed Skating,"Speed Skating Women's 3,000 metres",NA
100979,Katarzyna Bachleda-Curuś,F,38,170,62,Poland,POL,2018,PyeongChang,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),NA
110584,Martin Erat,M,36,182,90,Czechia,CZE,2018,PyeongChang,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
148066,He Xin,F,25,168,58,China,CHN,2022,Beijing,Ice Hockey,Ice Hockey Women's Ice Hockey,NA
136860,Michael Marinaro,M,26,182,77,Canada,CAN,2018,PyeongChang,Figure Skating,Figure Skating Mixed Pairs,NA
136860,Michael Marinaro,M,26,182,77,Canada,CAN,2018,PyeongChang,Figure Skating,Figure Skating Mixed Team,NA
136860,Michael Marinaro,M,30,182,77,Canada,CAN,2022,Beijing,Figure Skating,Figure Skating Mixed Pairs,NA
136860,Michael Marinaro,M,30,182,77,Canada,CAN,2022,Beijing,Figure Skating,Figure Skating Mixed Team,NA
148468,Anita Gulli,F,23,NA,NA,Italy,ITA,2022,Beijing,Alpine Skiing,Alpine Skiing Women's Slalom,NA
137327,Karl Geiger,M,24,185,62,Germany,GER,2018,PyeongChang,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",NA
137327,Karl Geiger,M,24,185,62,Germany,GER,2018,PyeongChang,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",NA
137327,Karl Geiger,M,24,185,62,Germany,GER,2018,PyeongChang,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver
137327,Karl Geiger,M,28,185,62,Germany,GER,2022,Beijing,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",NA
137327,Karl Geiger,M,28,185,62,Germany,GER,2022,Beijing,Ski Jumping,"Ski Jumping Mixed's Normal Hill, Team",NA
137327,Karl Geiger,M,28,185,62,Germany,GER,2022,Beijing,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Bronze
137327,Karl Geiger,M,28,185,62,Germany,GER,2022,Beijing,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Bronze
138197,Simon Bertilsson,M,26,183,94,Sweden,SWE,2018,PyeongChang,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
119627,Selina Jörg,F,30,174,63,Germany,GER,2018,PyeongChang,Snowboarding,Snowboarding Women's Parallel Giant Slalom,Silver
111046,Dalibor Šamšal,M,32,183,86,Croatia,CRO,2018,PyeongChang,Alpine Skiing,Alpine Skiing Mixed Team,NA
111046,Dalibor Šamšal,M,32,183,86,Croatia,CRO,2018,PyeongChang,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA
111046,Dalibor Šamšal,M,32,183,86,Croatia,CRO,2018,PyeongChang,Alpine Skiing,Alpine Skiing Men's Slalom,NA
111046,Dalibor Šamšal,M,32,183,86,Croatia,CRO,2018,PyeongChang,Alpine Skiing,Alpine Skiing Men's Combined,NA
137758,Sindre Henriksen,M,25,190,82,Norway,NOR,2018,PyeongChang,Speed Skating,"Speed Skating Men's 1,500 metres",NA
137758,Sindre Henriksen,M,25,190,82,Norway,NOR,2018,PyeongChang,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Gold
118501,Anastasia Kuzmina,F,33,180,67,Slovakia,SVK,2018,PyeongChang,Biathlon,Biathlon Women's 7.5 kilometres Sprint,NA
118501,Anastasia Kuzmina,F,33,180,67,Slovakia,SVK,2018,PyeongChang,Biathlon,Biathlon Mixed 2 × 6 kilometres and 2 × 7.5 kilometres Relay,NA
118501,Anastasia Kuzmina,F,33,180,67,Slovakia,SVK,2018,PyeongChang,Biathlon,Biathlon Women's 10 kilometres Pursuit,Silver
118501,Anastasia Kuzmina,F,33,180,67,Slovakia,SVK,2018,PyeongChang,Biathlon,Biathlon Women's 12.5 kilometres Mass Start,Gold
118501,Anastasia Kuzmina,F,33,180,67,Slovakia,SVK,2018,PyeongChang,Biathlon,Biathlon Women's 15 kilometres,Silver
118501,Anastasia Kuzmina,F,33,180,67,Slovakia,SVK,2018,PyeongChang,Biathlon,Biathlon Women's 4 × 6 kilometres Relay,NA
109695,AJ Rosen,M,33,188,80,Great Britain,GBR,2018,PyeongChang,Luge,Luge Men's Singles,NA
148490,Rebecca Ghilardi,F,22,NA,NA,Italy,ITA,2022,Beijing,Figure Skating,Figure Skating Mixed Pairs,NA
148490,Rebecca Ghilardi,F,22,NA,NA,Italy,ITA,2022,Beijing,Figure Skating,Figure Skating Mixed Team,NA
128212,Mats Rosseli Olsen,M,26,180,83,Norway,NOR,2018,PyeongChang,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
2301714,Marius Lindvik,M,23,175,NA,Norway,NOR,2022,Beijing,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",NA
2301714,Marius Lindvik,M,23,175,NA,Norway,NOR,2022,Beijing,Ski Jumping,"Ski Jumping Mixed's Normal Hill, Team",NA
2301714,Marius Lindvik,M,23,175,NA,Norway,NOR,2022,Beijing,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Gold
2301714,Marius Lindvik,M,23,175,NA,Norway,NOR,2022,Beijing,Ski Jumping,"Ski Jumping Men's Large Hill, Team",NA
138124,Lukáš Cingeľ,M,25,185,88,Slovakia,SVK,2018,PyeongChang,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
137541,Kim Min-Seong,F,23,165,73,Republic of Korea,KOR,2018,PyeongChang,Bobsleigh,Bobsleigh Women's Two,NA
138205,Carl Klingberg,M,27,190,98,Sweden,SWE,2018,PyeongChang,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
138205,Carl Klingberg,M,31,190,98,Sweden,SWE,2022,Beijing,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
128485,Benoît Schwarz,M,26,172,71,Switzerland,SUI,2018,PyeongChang,Curling,Curling Men's Curling,Bronze
128485,Benoît Schwarz,M,30,172,71,Switzerland,SUI,2022,Beijing,Curling,Curling Men's Curling,NA
148916,Joscha Burkhalter,M,25,NA,NA,Switzerland,SUI,2022,Beijing,Biathlon,Biathlon Men's 10 kilometres Sprint,NA
148916,Joscha Burkhalter,M,25,NA,NA,Switzerland,SUI,2022,Beijing,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,NA
148916,Joscha Burkhalter,M,25,NA,NA,Switzerland,SUI,2022,Beijing,Biathlon,Biathlon Men's 20 kilometres,NA
148916,Joscha Burkhalter,M,25,NA,NA,Switzerland,SUI,2022,Beijing,Biathlon,Biathlon Men's 4 × 7.5 kilometres Relay,NA
128783,Emery Lehman,M,21,183,79,United States,USA,2018,PyeongChang,Speed Skating,"Speed Skating Men's 5,000 metres",NA
128783,Emery Lehman,M,21,183,79,United States,USA,2018,PyeongChang,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),NA
128783,Emery Lehman,M,25,183,79,United States,USA,2022,Beijing,Speed Skating,"Speed Skating Men's 1,500 metres",NA
128783,Emery Lehman,M,25,183,79,United States,USA,2022,Beijing,Speed Skating,"Speed Skating Men's 5,000 metres",NA
128783,Emery Lehman,M,25,183,79,United States,USA,2022,Beijing,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Bronze
127991,Yurie Adachi,F,32,156,51,Japan,JPN,2018,PyeongChang,Ice Hockey,Ice Hockey Women's Ice Hockey,NA
137074,Shannon-Ogbani Abeda,M,21,173,72,Eritrea,ERI,2018,PyeongChang,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA
137074,Shannon-Ogbani Abeda,M,21,173,72,Eritrea,ERI,2018,PyeongChang,Alpine Skiing,Alpine Skiing Men's Slalom,NA
137074,Shannon-Ogbani Abeda,M,25,173,72,Eritrea,ERI,2022,Beijing,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA
119202,Erica Udén-Johansson,F,28,171,72,Sweden,SWE,2018,PyeongChang,Ice Hockey,Ice Hockey Women's Ice Hockey,NA
